time(h),Mean_20mM(µM),StDev_20mM(µM),StdErr_20mM(µM),Mean_10mM(µM),StDev_10mM(µM),StdErr_10mM(µM),Mean_5mM(µM),StDev_5mM(µM),StdErr_5mM(µM),Mean_1mM(µM),StDev_1mM(µM),StdErr_1mM(µM),Mean_0.5mM(µM),StDev_0.5mM(µM),StdErr_0.5mM(µM),Mean_0.1mM(µM),StDev_0.1mM(µM),StdErr_0.1mM(µM),Mean_0.01mM(µM),StDev_0.01mM(µM),StdErr_0.01mM(µM),Mean_0.001mM(µM),StDev_0.001mM(µM),StdErr_0.001mM(µM),Mean_0.0001mM(µM),StDev_0.0001mM(µM),StdErr_0.0001mM(µM),Mean_0mM(µM),StDev_0mM(µM),StdErr_0mM(µM),Mean_no_GntR(µM),StDev_no_GntR(µM),StdErr_no_GntR(µM)
0.0,0.0053154778552513176,0.0007063072982209911,0.0004077867087584865,0.007282922791449167,0.0006581147143713815,0.00032905735718569075,0.0063651331996968305,0.0012588127494823538,0.0005629581757571913,0.007362477073925814,0.001679006627461324,0.000839503313730662,0.0051678988964540575,0.0008601621116186702,0.0004966148266897562,0.006910351803949833,0.0012404609256318844,0.0006202304628159422,0.00840014162796905,0.0014220241700675968,0.0008210060373826813,0.0041440698697980645,0.0008673730028474657,0.0005007780366817983,0.00451762910925363,0.0014167984595214323,0.0008179889719921461,0.007339747278932487,0.002107807906331138,0.001053903953165569,0.0065165333993915196,0.0009319119881273419,0.00046595599406367094
0.08333333333333333,0.004769303940773958,0.0005379141730679817,0.0003105648926217142,0.007540115363058454,0.0004931145376718798,0.0002465572688359399,0.006909660027580472,0.0009733991810435977,0.00043531734761122177,0.008174573118959177,0.001540492055334177,0.0007702460276670885,0.005186016848984972,0.0007099325363307186,0.00040987974095701415,0.006004865949052581,0.0008141518376827138,0.0004070759188413569,0.007831567335817106,0.0013816972279352363,0.0007977232664869684,0.0043265670643821775,0.0005376526617732496,0.0003104139090053045,0.004067645051849484,0.0002013804346494884,0.00011626704815440598,0.008115030938596219,0.0029528419969477157,0.0014764209984738578,0.005945323768689625,0.0007661105259867715,0.00038305526299338573
0.16666666666666666,0.005251241478096261,0.0005191609627658517,0.0002997377216056098,0.007196697808267955,0.0009317577013119848,0.0004658788506559924,0.007166407885809456,0.001243456728587332,0.000556090754440156,0.008282539645177483,0.0008993052981943993,0.00044965264909719964,0.005306913004963977,0.0009726131548910665,0.0005615384667937284,0.0064938036043981915,0.0008652930817651532,0.0004326465408825766,0.00820249123672272,0.0010405664277831062,0.0006007713071902636,0.0037392159850618313,0.0003094038904530245,0.00017863441944137117,0.0038581356371283734,0.0017840838418059842,0.0010300412863235467,0.007972475593909803,0.0011614171926949842,0.0005807085963474921,0.005520622490499072,0.0013613266353326632,0.0006806633176663316
0.25,0.006360389590306918,0.0002054114438350521,0.00011859435239279703,0.008235844740245538,0.0005380584190097701,0.00026902920950488507,0.007940406817930087,0.0008530971318076027,0.00038151663562637953,0.008481672414358161,0.0005926527014304772,0.0002963263507152386,0.006892398560078293,0.0007472415645294642,0.0004314201184307633,0.007719236030125442,0.0014972435697618977,0.0007486217848809488,0.008329975739076604,0.0014016454524743201,0.0008092403792944636,0.004969260253251495,0.0005821637293299828,0.000336112385841102,0.005508845821353977,0.001235737976460665,0.0007134536533574084,0.009886966696119572,0.0013163660732735695,0.0006581830366367848,0.008736888482054986,0.0017549635929215936,0.0008774817964607968
0.3333333333333333,0.007758107273737221,0.0007036092517916456,0.0004062289909262178,0.01218638193528157,0.0032505537690416097,0.0016252768845208048,0.012794305126157474,0.0019717656920903307,0.0008818004246431797,0.01329693007109689,0.0026313062795294416,0.0013156531397647208,0.008670922663976524,0.0011230769335874569,0.0006484087699273778,0.009947003002460646,0.0014024859555721374,0.0007012429777860687,0.010276173258215471,0.00321669899005292,0.0018571620278090507,0.008324046227339212,0.0016479103592618334,0.0009514214895201925,0.0073585240661008895,0.002454481854489691,0.001417095759410675,0.014396360372404604,0.0011218691167930435,0.0005609345583965218,0.014038860227237805,0.0044958287477757574,0.0022479143738878787
0.4166666666666667,0.009738564194025454,0.0006605045610968054,0.00038134248615021623,0.018852882569031247,0.00656495677826837,0.003282478389134185,0.020164292914950647,0.0052335783986402215,0.0023405274129868056,0.018080069539258094,0.004659804467094521,0.0023299022335472605,0.013380931487376582,0.0008599495733096997,0.000496492117639859,0.01520919760640514,0.0015095582327935132,0.0007547791163967566,0.013499521722124382,0.0028536192352472617,0.0016475378336347007,0.012820922045511976,0.0008444399487771278,0.0004875376317409486,0.012842334171230332,0.004893167170118739,0.0028250713828578936,0.01993551258708302,0.002298847320573035,0.0011494236602865174,0.021657541620816675,0.00552045539289651,0.002760227696448255
0.5,0.013351283928689632,0.0010099528853580741,0.0005830965702303234,0.027977412880918096,0.010800398811230103,0.005400199405615052,0.029639652671299737,0.00907335159204442,0.004057726188713453,0.02688292383939154,0.007954003543644401,0.003977001771822201,0.02127706461766749,0.0022513281899600784,0.0012998049365076443,0.02201331232506007,0.004391639435414763,0.0021958197177073817,0.01922808889508053,0.005226669552156611,0.0030176190729028405,0.018654902760466167,0.0021174513742620803,0.001222511120926155,0.018361721346784113,0.00440597480229454,0.002543790738147461,0.027100339269762505,0.0027424347909947152,0.0013712173954973576,0.03340538675052045,0.009834096408202991,0.0049170482041014955
0.5833333333333334,0.01805865741353974,0.002262305664458269,0.0013061427843641968,0.03765981142209771,0.015053313347469392,0.007526656673734696,0.04085433587061654,0.015507579980301127,0.006935200600493634,0.03668144198542838,0.00956099718746187,0.004780498593730935,0.030336040883124304,0.003144603645264744,0.0018155377610882787,0.030460395920950123,0.00651121996589649,0.003255609982948245,0.024070523480615627,0.005478788391826562,0.0031631799528540625,0.025440899526590188,0.0025312629120475016,0.001461425323660341,0.024133112771176968,0.008875784560698256,0.0051244366053882625,0.037437454731945596,0.0057894437742411,0.00289472188712055,0.0422675361680278,0.010167843221269493,0.005083921610634747
0.6666666666666666,0.022176373897838293,0.00259632052299425,0.0014989863528532803,0.05129768841809452,0.02072567910970067,0.010362839554850335,0.05181997957696295,0.012132660636535831,0.005425890786245997,0.04691726162209773,0.01119524600239489,0.005597623001197445,0.03959925588620234,0.005118076641276411,0.002954922926574072,0.039018657861916245,0.009966367456204274,0.004983183728102137,0.03089605032498891,0.008137583296553997,0.004698235906818453,0.0351949463345966,0.0027784881404588156,0.00160416087583408,0.03472717374198028,0.010129505419220784,0.005848272680544893,0.046032776121270394,0.008112647728825303,0.004056323864412651,0.05732849598099819,0.014407592826764657,0.0072037964133823285
0.75,0.028320006892411737,0.0027308199010486474,0.0015766396049788239,0.06294176709239398,0.026326802114428168,0.013163401057214084,0.06649156811917808,0.01566095693514351,0.007003792859935531,0.060162308465492455,0.012533555516240386,0.006266777758120193,0.050203199376567975,0.007583621690484256,0.004378406024433371,0.050544146301467904,0.015728878759531478,0.007864439379765739,0.038103701259105095,0.008223594424814767,0.004747894454873112,0.044909463064353755,0.0023144796112905017,0.0013362654266124716,0.044784284483231074,0.013198075584309358,0.0076199124913860355,0.05745449810541773,0.008151999975396495,0.004075999987698247,0.07223380611086208,0.019248361682895197,0.009624180841447599
0.8333333333333334,0.03551118696059074,0.00313558397335019,0.0018103302510804086,0.07869944453450768,0.033004740701657195,0.016502370350828598,0.08127581738440359,0.019738645551499182,0.008827390647385198,0.07221898233151862,0.014702034898483157,0.0073510174492415785,0.06589664044152661,0.01428415904224625,0.0082469630681883,0.06327283149773158,0.016438137764058048,0.008219068882029024,0.04436921866161378,0.01085837236674998,0.006269084208904294,0.056696014729009925,0.008086057229985222,0.0046684873184146885,0.05467009821873505,0.016538398702024067,0.009548448942578953,0.06849080182663471,0.008316778763527054,0.004158389381763527,0.08898467676898861,0.021279143647348255,0.010639571823674128
0.9166666666666666,0.039727728640512446,0.001462212197650315,0.0008442086059257637,0.09419523520822001,0.03752124328008923,0.018760621640044616,0.09749896149790242,0.0224393116794629,0.010035165256716803,0.08623486570077403,0.0191353362787655,0.00956766813938275,0.08405741722387695,0.025288431683367328,0.014600282839775588,0.0755370382745664,0.01978748193802182,0.00989374096901091,0.053668669569753635,0.012297604725142842,0.007100025398448834,0.06443402754630377,0.007440421590138474,0.004295729407950751,0.06146268333123395,0.01886105288477808,0.010889433960226394,0.0815159626097679,0.015171015182145215,0.0075855075910726075,0.10443105484488935,0.027113087452961832,0.013556543726480916
1.0,0.04599324604302113,0.009380963150146169,0.00541610159999485,0.11169964798297319,0.04331930832187803,0.021659654160939016,0.11004580833421947,0.024203339167274344,0.010824062332101717,0.10292149998174552,0.02122482003821547,0.010612410019107735,0.1039476349296327,0.03582789175426672,0.020685242948822666,0.0876604191476382,0.01978368255814002,0.00989184127907001,0.06182174820866478,0.011345306060285911,0.006550215507944763,0.07814437635242424,0.008012677954592592,0.0046261217740138135,0.0769024730607598,0.02420994287141229,0.013977617033875348,0.09423229465657869,0.014925151034024114,0.007462575517012057,0.12168840463058458,0.028389015768407463,0.014194507884203731
1.0833333333333333,0.058016978177172905,0.008035007027237908,0.004639013470116342,0.12789709754560993,0.05047059817330676,0.02523529908665338,0.12552183396880717,0.02780110981110778,0.012433034277514667,0.12024555677448637,0.020996633262346538,0.010498316631173269,0.11887023946873065,0.04213507954715241,0.024326699518874742,0.09969732797453973,0.027180364551562978,0.013590182275781489,0.06750419695699678,0.012454015038628873,0.007190328935044028,0.09131448075580474,0.0049329118830651044,0.002848018003576342,0.08881420330653866,0.02700851012096485,0.015593370588749789,0.10713145331529234,0.017749996476284457,0.008874998238142228,0.14104826045316265,0.033695901731876005,0.016847950865938002
1.1666666666666667,0.06169656962754209,0.00822519556248947,0.004748818872140611,0.1462662307820658,0.058535647200568454,0.029267823600284227,0.14414840683986135,0.032534369915947596,0.014549812547436588,0.13225281804270095,0.01938475378381191,0.009692376891905954,0.1401505982595856,0.05158463010663996,0.029782400078115855,0.11592689572575406,0.028174725880256303,0.014087362940128152,0.07528503402572734,0.012233062379879771,0.00706276185803707,0.10481070830474166,0.01226144052734533,0.007079145989115414,0.10215889888885342,0.030206259052783367,0.017439591795336048,0.11861494104670416,0.01974285276921757,0.009871426384608785,0.1621721460176143,0.04713654503163124,0.02356827251581562
1.25,0.0716186192681079,0.008860156916696272,0.005115413980916917,0.1640868841828131,0.06249591833456697,0.031247959167283484,0.16150013468737673,0.036004081746799095,0.01610151485066043,0.1464095273157194,0.023621426955218457,0.011810713477609229,0.15933915707641685,0.05558021898628703,0.03208925439335117,0.13217869914598357,0.03643032368414439,0.018215161842072194,0.08975304266495872,0.01622940809410559,0.009370053131920153,0.11525653148211025,0.015328298631256867,0.008849797340975124,0.11348426630726816,0.029748900918384027,0.017175535953324526,0.1321539928470778,0.02205999959167711,0.011029999795838555,0.1785524221921539,0.042288976359964085,0.021144488179982043
1.3333333333333333,0.08023947049963535,0.010457635941608963,0.006037718925975041,0.18803222908230602,0.07048333381897928,0.03524166690948964,0.1809686982251403,0.038291313830499434,0.01712439613455492,0.16427218142460653,0.028062687069797854,0.014031343534898927,0.17383351910114775,0.060068568369259834,0.034680604117827606,0.14828720603255952,0.042015200001744746,0.021007600000872373,0.0973428176888178,0.01811233988780152,0.010457164309876204,0.1295927731938441,0.013036438069412844,0.007526591028649391,0.12611412630790866,0.036663355545406784,0.021167598193535565,0.1415670927301843,0.024271395616052016,0.012135697808026008,0.2000469022401924,0.045791617093056965,0.022895808546528482
1.4166666666666667,0.09214131822585188,0.011914820409811974,0.006879024770950991,0.20520063619194043,0.07987069836778898,0.03993534918389449,0.1978480416375769,0.04362553163278981,0.01950993085709708,0.1820113040389647,0.03181868210468362,0.01590934105234181,0.1987374683981854,0.07224703101345818,0.041711842803771326,0.16481572000053393,0.0454131165995051,0.02270655829975255,0.10943902163309326,0.020416596593469668,0.01178752753917571,0.14586598873979198,0.016188037632403837,0.009346167884720147,0.1460965808629127,0.03892286922324444,0.02247212902367278,0.15446378075900738,0.027538854399737214,0.013769427199868607,0.2221590397608756,0.0547247736848418,0.0273623868424209
1.5,0.10048216473644704,0.016674380032076056,0.009626957800089233,0.22591439719455586,0.08855822038530954,0.04427911019265477,0.21615046786698716,0.04650932519097607,0.020799602542933178,0.19787274793648274,0.025708911344624292,0.012854455672312146,0.2073352604174008,0.07065835624641473,0.04079462099936402,0.17902184187136394,0.04494076902825995,0.022470384514129974,0.11684432295845577,0.024370448197231734,0.014070284826943572,0.1532119949477806,0.01783851812170708,0.0102990732395116,0.15107078237594537,0.03638087314079521,0.021004506901191742,0.16392629323992544,0.02900048055360756,0.01450024027680378,0.24268997415158822,0.054955598943706774,0.027477799471853387
1.5833333333333333,0.10993644178439653,0.015690118535436393,0.00905869416005134,0.2502995142145719,0.09536467094267435,0.04768233547133718,0.23229850483181239,0.04899869403929656,0.021912882136116172,0.21766249336002155,0.03045500079704342,0.01522750039852171,0.2314815498813275,0.07417292342824035,0.04282375730787607,0.19545153064371518,0.05659163512493413,0.028295817562467063,0.13255752906253904,0.0282301801186882,0.016298702090796254,0.1687604923924919,0.023280064319313735,0.013440751401507587,0.17126406401494546,0.04441431227211316,0.025642615146176634,0.17751475763811067,0.03304530667675965,0.016522653338379826,0.2622079502871633,0.06282735545276531,0.031413677726382656
1.6666666666666667,0.12086321424713119,0.016571721214596196,0.009567687704182546,0.27463521863677637,0.10502600104198598,0.05251300052099299,0.25010680508310673,0.0551483287899199,0.024663082403953922,0.2492371433616229,0.034044765920786084,0.017022382960393042,0.243307631624233,0.07693343128128281,0.04441753725993021,0.20948470842220465,0.061337064670347614,0.030668532335173807,0.14036471951676913,0.029431054726247453,0.016992027368733575,0.17356998524615266,0.01894696622982269,0.01093903605311488,0.1808171662585181,0.04825770337638661,0.02786159803482992,0.18860788584681099,0.031636876395950544,0.015818438197975272,0.2888660468065122,0.06367518329950533,0.03183759164975267
1.75,0.13456697470687676,0.016800380143105403,0.009699703998109948,0.29089196331678707,0.10908085861304709,0.054540429306523544,0.27398297234566354,0.06202277465497839,0.027737428056336545,0.2671245037694158,0.035127225450127995,0.017563612725063998,0.2666303777913,0.08682247614539794,0.050126979974255366,0.22695206174859914,0.06908013128234224,0.03454006564117112,0.15482613980962565,0.03410433493784392,0.019690146956897348,0.19376326688515277,0.02000870598032292,0.011552031783875514,0.19886923532568299,0.050732021096504196,0.029290146036600472,0.19732920936055534,0.03734218480395168,0.01867109240197584,0.30603692454603715,0.06411845788626064,0.03205922894313032
1.8333333333333333,0.14560245488479687,0.019202712886066627,0.011086691453941663,0.3157959126138247,0.12358259635037433,0.061791298175187165,0.28815450539802534,0.05997172614700703,0.02682017127854185,0.29029901214304804,0.03493714108775523,0.017468570543877616,0.27476698556427387,0.088887005412367,0.051318936502289816,0.2420229040811318,0.07197193230441079,0.035985966152205395,0.16895814278373825,0.030905647736795303,0.017843384040318516,0.20726937695365202,0.02695271888137947,0.015561159501556747,0.20871881315612514,0.05218372726589018,0.03012828898427971,0.20953412102001626,0.03399513711005759,0.016997568555028795,0.33168206281024853,0.07460651587432963,0.03730325793716482
1.9166666666666667,0.15680264372208894,0.0207312397783379,0.011969186866658064,0.3352644761515883,0.13101320205913436,0.06550660102956718,0.31679404708961867,0.06298226711704014,0.028166526130150287,0.302973343481719,0.04006679230949484,0.02003339615474742,0.29733207189822997,0.09550289855207585,0.05513862418743051,0.2536595708657595,0.08255192913976714,0.04127596456988357,0.18019127335290475,0.03517043252823735,0.020305658687693406,0.2159001107047418,0.026392495374090767,0.015237714308817258,0.22390495155021817,0.049049597178377286,0.028318798134578837,0.2204295988374702,0.03805223488051793,0.019026117440258963,0.35811780263944526,0.07979902013310647,0.039899510066553234
2.0,0.1705393459137089,0.024218894797024233,0.013982785430537168,0.36179904117640815,0.13903509752185664,0.06951754876092832,0.33596613504051276,0.07355485021670902,0.0328947290318753,0.3214536550632509,0.03813050999195915,0.019065254995979573,0.3169982858272399,0.10563698469141182,0.06098954154796699,0.26882923839391537,0.08487733834872745,0.04243866917436372,0.19152322911769437,0.03182401473650424,0.01837360347481534,0.2354674994381285,0.026805563890241215,0.015476199527810479,0.23826754664745153,0.04954376240986924,0.02860410456400487,0.22732265623218598,0.034109286373162656,0.017054643186581328,0.3785993244323463,0.08467556679621291,0.042337783398106454
2.0833333333333335,0.17304291753616244,0.012798149003346812,0.007389014772211223,0.38914891406511914,0.15181470186897564,0.07590735093448782,0.35875522515121466,0.07834069047423296,0.03503502186093103,0.343343435893782,0.040361704906438284,0.020180852453219142,0.3290879014251405,0.11127949606237329,0.06424724700689713,0.27918117763544203,0.08517635008222207,0.04258817504111104,0.19982454555004026,0.037058657748688745,0.02139582602701166,0.2466347465435462,0.021803743881506396,0.012588397399329375,0.24844654179663758,0.04903731699752052,0.028311708168855487,0.24281350564611714,0.04221976137174619,0.021109880685873095,0.4020703083928481,0.09185497584804281,0.045927487924021404
2.1666666666666665,0.1827936701709814,0.011584207202787081,0.0066881451468775235,0.411433995678143,0.15313765527309636,0.07656882763654818,0.3821372664356556,0.08150704691781134,0.03645105951069817,0.3625896427413935,0.03695542610736078,0.01847771305368039,0.3483258728397833,0.12182274232979437,0.0703343930775252,0.2930661176204967,0.09489073286702844,0.04744536643351422,0.2095752981848592,0.041202561674607716,0.023788310074136922,0.2537501606284141,0.03272178685630801,0.01889193244985499,0.2642915148282184,0.0580783940082759,0.03353157641477924,0.2512877661708036,0.0397376734224389,0.01986883671121945,0.4243553900058718,0.10036644571201869,0.050183222856009346
2.25,0.19989042901378903,0.01605029897180392,0.009266644431944967,0.43305200722071036,0.16397100361976075,0.08198550180988037,0.4067447401458238,0.0951958646476598,0.042572884905807275,0.38615945189751844,0.04339784065182012,0.02169892032591006,0.3709568426374881,0.1318247110962399,0.07610903243725875,0.3050486725898055,0.09987120528459735,0.049935602642298675,0.22206021456525246,0.04717140982996602,0.02723442616338504,0.26580683449444026,0.03293375901044151,0.01901431463010467,0.27878587685294937,0.05784921723445148,0.033399261142719704,0.25743963459834557,0.04079633669614109,0.020398168348070546,0.45798066281665384,0.11278076273554885,0.056390381367774425
2.3333333333333335,0.211420035169825,0.015465537943574454,0.008929032494885083,0.4581041943111827,0.17711898643934249,0.08855949321967124,0.4311743285038703,0.09566143663274865,0.04278109502722291,0.4036268052239129,0.04067041035235668,0.02033520517617834,0.3851547290753496,0.13700381535988,0.0790991896780325,0.3186371369879907,0.11045039096472009,0.055225195482360045,0.23398512150378106,0.044599114791239576,0.02574931093034119,0.28376007836598194,0.03678267054673172,0.02123648474166888,0.29384024831954486,0.06315265079469787,0.03646119993635725,0.2680139305300243,0.041139224842588064,0.020569612421294032,0.4706797004542306,0.11607913905164663,0.058039569525823315
2.4166666666666665,0.22756148378827526,0.01786696494608492,0.010315497021223738,0.4870352703298644,0.18774519903509743,0.09387259951754871,0.4504847717286367,0.0924239520484687,0.04133324790591139,0.4308037340202833,0.0522202641889316,0.0261101320944658,0.40238325484565474,0.13769418924898924,0.07949777722875122,0.3364256722001605,0.11506041088876164,0.05753020544438082,0.24423000011671583,0.04127562197292437,0.02383049145703712,0.29426849083391193,0.028235887826844528,0.016301997437636766,0.3013839049187798,0.05983001186114922,0.034542873453653006,0.2771799674240729,0.042637880314332355,0.021318940157166177,0.4990672378969848,0.12607593103754397,0.06303796551877199
2.5,0.2378393041330845,0.025655434455499893,0.014812171989059663,0.5152498636802781,0.19208127608441466,0.09604063804220733,0.4735110423088341,0.09955299692247396,0.04452145369649583,0.4537805920026693,0.05242105316881382,0.02621052658440691,0.41411051139293703,0.15670143634401912,0.09047161645562045,0.349742367310382,0.1200103325900886,0.0600051662950443,0.2460417953698072,0.04721779872740378,0.027261208805808144,0.30125213799128225,0.027515733892977214,0.015886216370060505,0.3208524684565433,0.06407366698604004,0.03699294888235666,0.2810588563522821,0.042646783897488987,0.021323391948744493,0.5261453414977321,0.13749453492224437,0.06874726746112218
2.5833333333333335,0.25727492593897366,0.019872057091383708,0.011473137511061996,0.5407961767488664,0.20183420423753717,0.10091710211876859,0.5070918437815858,0.11093968741270936,0.049613736491479175,0.46227955882626154,0.050081815061624714,0.025040907530812357,0.42290595380339874,0.15915442101113475,0.09188784781349768,0.36130491519829233,0.12394628561696101,0.06197314280848051,0.2591855463876882,0.054653936993478494,0.03155446523545766,0.3136052874441779,0.04239708393026179,0.024477967819991803,0.3229607392965042,0.06900398075389166,0.03983946686341511,0.29479555854390216,0.03769400762908488,0.01884700381454244,0.5551011238153194,0.1384350874913921,0.06921754374569605
2.6666666666666665,0.27447050997740446,0.019477424017877262,0.01124529599984192,0.5649589370787302,0.2137522559988216,0.1068761279994108,0.5322725036263684,0.11074859117061321,0.04952827565396483,0.490049438796371,0.06018080494246392,0.03009040247123196,0.4413862653849306,0.1737891385446285,0.10033720592097443,0.3700756513098483,0.13592735071820217,0.06796367535910108,0.26705862030566707,0.05082049852454139,0.02934122850349495,0.32572784477395283,0.03951735245694274,0.02281535407867721,0.33673038321999854,0.06354524117383457,0.036687862097433084,0.301194489960502,0.04437976639279956,0.02218988319639978,0.5812650943565525,0.15891618709786484,0.07945809354893242
2.75,0.2843200878078466,0.018579925259325086,0.010727124849994467,0.5899370052724853,0.22209851866946131,0.11104925933473066,0.5534803906070996,0.12476142974513978,0.055795007576039356,0.5090732889538302,0.06269524075425321,0.03134762037712661,0.4494899314260301,0.18171119441199127,0.10491100700853158,0.3832935212244466,0.143256986759058,0.071628493379529,0.2780611587517128,0.049051289610865564,0.02831977526093153,0.335149180090028,0.04455452959589129,0.025723569655804985,0.3488199988178991,0.06869434058739188,0.039660696029934536,0.31016287646330426,0.03881792798423915,0.019408963992119575,0.6015489657582073,0.16591234642317926,0.08295617321158963
